law_id,node_id,parent_node_id,node_type,level,order_index,label,text,line_start,line_end,row_uid,title_ai_relevant
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,ce92296cce6a1ddbe01c84b861abe4a8a5597b5f,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,13,Art. Art. 10,"1 Aucun préposé, ni employé, ni aucun membre de l’autorité de surveillance ne peut procéder à un acte de son office dans les cas suivants:1. lorsqu’il s’agit de ses propres intérêts;2.lorsqu’il s’agit des intérêts de son conjoint, de son partenaire enregistré ou de la personne avec laquelle il mène de fait une vie de couple;2bis.lorsqu’il s’agit des intérêts de ses parents ou alliés en ligne directe ou jusqu’au troisième degré en ligne collatérale;3. lorsqu’il s’agit des intérêts d’une personne dont il est le représentant légal, le mandataire ou l’employé;4. lorsque, pour d’autres raisons, il pourrait avoir une opinion préconçue dans l’affaire.
2 Le préposé qui doit se récuser transmet immédiatement la réquisition à son substitut et en avise le créancier par pli simple.",52,55,15,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,298eabc133aabe8ce01fc6eebf7bd68cf991e861,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,14,Art. Art. 11,"1 Il est interdit aux préposés et employés de conclure, pour leur propre compte, une affaire touchant des créances en poursuite ou des objets à réaliser. Tout acte violant cette interdiction est nul.
2 Les préposés aux faillites sont tenus de communiquer aux autorités de poursuite pénale tous les crimes et délits devant être poursuivis d’office qu’eux-mêmes ou un de leurs subordonnés constatent dans l’exercice de leurs fonctions ou qui leur sont signalés et peuvent constituer un cas suspect.
3 Aux mêmes conditions, toute personne agissant pour l’office des faillites est de plus habilitée à dénoncer aux autorités de poursuite pénale les infractions constatées devant être poursuivies d’office.",56,60,16,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,721842d47cb07e6e5e72f21ae545e05a4488f104,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,15,Art. Art. 12,"1 L’office des poursuites est tenu d’accepter les paiements faits pour le compte du créancier poursuivant.
2 Le débiteur est libéré par ces paiements.",61,64,17,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,f28fda69fea9f2de8bb025498a889ad53ea24ce7,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,16,Art. Art. 13,"1 Chaque canton désigne une autorité de surveillance pour les offices des poursuites et les offices des faillites.
2 Les cantons peuvent en outre instituer des autorités inférieures de surveillance pour un ou plusieurs arrondissements.",65,68,18,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,bc27c1c9a2650888b1693bfe28cedc1e930807ca,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,17,Art. Art. 14,"1 L’autorité de surveillance inspecte chaque office au moins une fois par an.
2 Les mesures disciplinaires suivantes peuvent être prises contre un préposé ou un employé:1.la réprimande;2.l’amende jusqu’à 1000 francs;3. la suspension pour six mois au plus;4. la destitution.",69,72,19,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,8f0b3044a7c389e033958fbf333fb084f92d7524,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,18,Art. Art. 15,"1 Le Conseil fédéral exerce la haute surveillance en matière de poursuite et de faillite et pourvoit à l’application uniforme de la présente loi.
2 Il édicte les règlements et ordonnances d’exécution nécessaires.
3 Il peut donner des instructions aux autorités cantonales de surveillance et leur demander des rapports annuels.
4 …
5 Il coordonne la communication électronique entre les offices des poursuites et des faillites, du registre foncier et du registre du commerce, les tribunaux et les particuliers.",73,79,20,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,16ebbdee3611c392019d4ef8471148780c810a0a,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,19,Art. Art. 16,"1 Le Conseil fédéral arrête les tarifs.
2 Les pièces concernant la poursuite et la faillite sont exemptes du timbre.",80,83,21,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,a8c31218ceba9c324bd941004fec532f636b538a,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,20,Art. Art. 17,"1 Sauf dans les cas où la loi prescrit la voie judiciaire, il peut être porté plainte à l’autorité de surveillance lorsqu’une mesure de l’office est contraire à la loi ou ne paraît pas justifiée en fait.
2 La plainte doit être déposée dans les dix jours de celui où le plaignant a eu connaissance de la mesure.
3 Il peut de même être porté plainte en tout temps pour déni de justice ou retard non justifié.
4 En cas de plainte, l’office peut, jusqu’à l’envoi de sa réponse, procéder à un nouvel examen de la décision attaquée. S’il prend une nouvelle mesure, il la notifie sans délai aux parties et en donne connaissance à l’autorité de surveillance.",84,89,22,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,03a3885b226f64855a27cdf301fc0050b61ff1a6,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,21,Art. Art. 18,"1 Toute décision de l’autorité inférieure peut être déférée à l’autorité cantonale supérieure de surveillance dans les dix jours à compter de sa notification.
2 Une plainte peut être déposée en tout temps devant ladite autorité contre l’autorité inférieure pour déni de justice ou retard injustifié.",90,93,23,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,473432352d22da2305c39bfd247205a60dd77f02,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,22,Art. Art. 19,Le recours au Tribunal fédéral est régi par la loi du 17 juin 2005 sur le Tribunal fédéral,94,96,24,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,31aee017ee6f54230925e1fe0c1e3576250753f2,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,23,Art. Art. 20,"En matière de poursuite pour effets de change, les délais de plainte et de recours sont de cinq jours seulement; l’autorité est tenue de statuer dans un délai de même durée.",97,99,25,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,23e0490f2e510b1f395608e7307cde226fc5bb30,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,24,Art. Art. 20a,"1 …
2 Les dispositions suivantes s’appliquent à la procédure devant les autorités cantonales de surveillance:1. les autorités de surveillance doivent, chaque fois qu’elles agissent en cette qualité, se désigner comme telles et le cas échéant, comme autorité inférieure ou supérieure;2. l’autorité de surveillance constate les faits d’office. Elle peut demander aux parties de collaborer et peut déclarer irrecevables leurs conclusions lorsque les parties refusent de prêter le concours nécessaire que l’on peut attendre d’elles;3.l’autorité de surveillance apprécie librement les preuves; sous réserve de l’art. 22, elle ne peut pas aller au-delà des conclusions des parties.4. la décision est motivée et indique les voies de droit; elle est notifiée par écrit aux parties, à l’office concerné et à d’autres intéressés éventuels;5.les procédures sont gratuites. La partie ou son représentant qui use de procédés téméraires ou de mauvaise foi peut être condamné à une amende de 1500 francs au plus ainsi qu’au paiement des émoluments et des débours.
3 Pour le reste, les cantons règlent la procédure.",100,104,26,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,a46a1dcd3d3cf59aaf0e824b4d39058caa8c12d6,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,25,Art. Art. 21,"Lorsqu’une plainte est reconnue fondée, l’autorité annule ou redresse l’acte qui en fait l’objet; elle ordonne l’exécution des opérations auxquelles le fonctionnaire se refuse indûment de procéder ou dont il retarde l’accomplissement.",105,107,27,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,4e42e58a9d0900db25b0cf02ac30a24a684769e8,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,26,Art. Art. 22,"1 Sont nulles les mesures contraires à des dispositions édictées dans l’intérêt public ou dans l’intérêt de personnes qui ne sont pas parties à la procédure. Les autorités de surveillance constatent la nullité indépendamment de toute plainte.
2 L’office peut remplacer une mesure nulle par une nouvelle mesure. Si une procédure fondée sur l’al. 1 est pendante devant l’autorité de surveillance, l’office ne conserve cette compétence que jusqu’à sa réponse.",108,111,28,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,25f215f4431d9a87e7bf4e280c7fc5508123893e,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,27,Art. Art. 23,Les cantons désignent les autorités judiciaires chargées de statuer dans les matières dont la présente loi attribue la connaissance au juge.,112,114,29,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,c670de66f9e92497ef08e45442c3f165a719bf42,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,28,Art. Art. 24,Les cantons désignent les caisses des dépôts et consignations; ils sont responsables des dépôts opérés auprès desdites caisses.,115,117,30,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,aa22a02bdb78889102cbdb649f89aa578f7fbb06,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,29,Art. Art. 25,,118,118,31,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,550bd0fbf6c3e51e0655c090753d9219c4c0be5c,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,30,Art. 25,,119,120,32,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,b88df2945b02bf0188f3c94a1262090484f6d283,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,31,Art. Art. 26,"1 En tant que le droit fédéral n’est pas applicable, les cantons peuvent prescrire que la saisie infructueuse et l’ouverture de la faillite produisent des effets de droit public (comme l’incapacité de remplir des fonctions publiques, d’exercer une profession ou une activité soumise à autorisation). Ils ne peuvent ordonner ni la privation du droit d’élire ou de voter, ni la publication des actes de défaut de biens.
2 Il est mis fin à ces effets de droit public dès que la faillite est révoquée, que tous les créanciers titulaires d’un acte de défaut de biens sont désintéressés ou que toutes leurs créances sont prescrites.
3 Les effets de droit public de la saisie infructueuse et de la faillite ne sont pas encourus par suite des pertes que l’un des époux ou l’un des partenaires enregistrés, en tant qu’unique créancier, a subies du chef de l’autre.",121,125,33,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,fce99b9df03a47736bb1db374b03ed5e2c535b96,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,32,Art. Art. 27,"1 Toute personne ayant l’exercice des droits civils est habilitée à représenter une autre personne dans une procédure d’exécution forcée. Cela vaut également pour la représentation professionnelle. Les cantons peuvent interdire la représentation professionnelle à une personne pour de justes motifs.
2 Les frais de représentation dans la procédure devant les offices des poursuites et des faillites ne peuvent être mis à la charge de la partie adverse.",126,129,34,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,84bb3fffdfacb98cae8f60112f60c218976960fe,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,33,Art. Art. 28,"1 Les cantons indiquent au Conseil fédéral les arrondissements de poursuite et de faillite, l’organisation des offices ainsi que les autorités qu’ils ont instituées en exécution de la présente loi.
2 Le Conseil fédéral donne à ces communications la publicité nécessaire.",130,133,35,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,f805edcf275f028caebac951b8ecd6caf3be0fbe,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,34,Art. Art. 29,,134,134,36,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,51f052d0ab1ea2b8face543844ddae7e126a96e0,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,35,Art. 29,,135,136,37,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,3487b800e913055a5cdcf6b7682bb31f47fc288a,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,36,Art. Art. 30,"1 La présente loi ne s’applique pas à l’exécution forcée contre les cantons, districts et communes, pour autant qu’il existe des lois fédérales ou cantonales en la matière.
2 Les dispositions d’autres lois fédérales prévoyant des procédures spéciales d’exécution forcée sont également réservées.",137,140,38,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,7ef4beee4542e84452f503738b49ca64c3692b63,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,37,Art. Art. 30a,Les traités internationaux et les dispositions de la loi fédérale du 18 décembre 1987 sur le droit international privé (LDIP),141,143,39,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,c501fb158bb07d66e64d2fa183fdc636f8385ca1,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,38,Art. Art. 31,"Sauf disposition contraire de la présente loi, les règles du code de procédure civile du 19 décembre 2008 (CPC)",144,146,40,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,fb420103d76e05f9b5a54c04c186037242f01ef2,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,39,Art. Art. 32,"1 …
2 Le délai est observé lorsqu’un office des poursuites ou un office des faillites incompétent est saisi en temps utile; celui-ci transmet la communication sans retard à l’office compétent.
3 …
4 En cas de communications écrites affectées d’un vice réparable, l’occasion doit être donnée de les réparer.",147,152,41,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,4f0ee047062d9cfb4d9239ac0e20206376a5cd19,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,40,Art. Art. 33,"1 Est nulle et de nul effet toute convention modifiant les délais de la présente loi.
2 Il est possible d’accorder un délai plus long ou de prolonger un délai lorsqu’une partie à la procédure habite à l’étranger ou qu’elle est assignée par publication.
3 Une partie à la procédure peut renoncer à se prévaloir d’un délai qui n’a pas été observé, si celui-ci a été institué exclusivement en sa faveur.
4 Quiconque a été empêché sans sa faute d’agir dans le délai fixé peut demander à l’autorité de surveillance ou à l’autorité judiciaire compétente qu’elle lui restitue ce délai. L’intéressé doit, à compter de la fin de l’empêchement, déposer une requête motivée dans un délai égal au délai échu et accomplir auprès de l’autorité compétente l’acte juridique omis.",153,158,42,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,815ef14932040dbea19d832b0624d4a55d61c724,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,41,Art. Art. 33a,"1 Les actes peuvent être transmis par voie électronique aux offices et aux autorités de surveillance.
2 Ils doivent être munis d’une signature électronique qualifiée au sens de la loi du 18 mars 2016 sur la signature électronique
3 Le moment déterminant pour l’observation d’un délai est celui où est établi l’accusé de réception qui confirme que la partie ou son représentant a accompli toutes les étapes nécessaires à la transmission.
4 Le Conseil fédéral règle:a. le format des actes et des pièces jointes;b. les modalités de la transmission;c. les conditions auxquelles les offices et les autorités de surveillance peuvent exiger, en cas de problème technique, que des documents leur soient adressés ultérieurement sur papier.",159,164,43,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,9274052fdcd50b32ee9b086be2b1cdd7e308c15b,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,42,Art. Art. 34,"1 Les communications, les mesures et les décisions des offices et des autorités de surveillance sont notifiées par lettre recommandée ou d’une autre manière contre reçu, à moins que la présente loi n’en dispose autrement.
2 Elles peuvent être notifiées par voie électronique avec l’accord de la personne concernée. Elles sont munies d’une signature électronique au sens de la loi du 18 mars 2016 sur la signature électroniquea. le type de signature à utiliser;b. le format des communications, des mesures et des décisions ainsi que des pièces jointes;c. les modalités de la transmission;d. le moment auquel la communication, la mesure ou la décision est réputée notifiée.",165,168,44,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,2dab7f2bff4c26fa841b17abdb7a7a4756e7cdc1,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,43,Art. Art. 35,"1 Les publications sont insérées dans la Feuille officielle suisse du commerce et dans la feuille cantonale. L’insertion dans la Feuille officielle suisse du commerce fait règle pour la supputation des délais et pour les conséquences de la publication.
2 Si les circonstances l’exigent, la publication peut aussi avoir lieu dans d’autres feuilles ou par crieur public.",169,172,45,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,4c402acb2e586bf6d8105799c90f0e1fea0bec9b,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,44,Art. Art. 36,"La plainte, l’appel et le recours ne suspendent la décision que s’il en est ainsi ordonné par l’autorité appelée à statuer ou par son président. Les parties sont informées immédiatement de la suspension.",173,175,46,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,b3daf09e941ea11c1651c57110ad616f6ce98b3d,8dc179e668a28e0ca8992a75e5393397cfe19f76,article,5,45,Art. Art. 37,"1 Le terme «hypothèque» dans le sens de la présente loi comprend les hypothèques, les cédules hypothécaires, les gages immobiliers au sens de l’ancien droit, les charges foncières, les privilèges spéciaux sur certains immeubles et le gage sur les accessoires d’un immeuble.
2 L’expression «gage mobilier» comprend le nantissement, l’engagement du bétail, le droit de rétention, le gage des créances et autres droits.
3 L’expression «gage» employée seule comprend les gages mobiliers et immobiliers.",176,180,47,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,bf0a2873d0896b31abddce6d5f98b33170560ba6,c04b48a41ffa7146a692319bd53411105a9c0f8e,titre,2,46,Titre deuxième: De la poursuite pour dettes,,181,181,48,False
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,1e621a8faab29561b561c3777ba89ee1acbc253c,bf0a2873d0896b31abddce6d5f98b33170560ba6,article,5,47,Art. Art. 38,"1 L’exécution forcée ayant pour objet une somme d’argent ou des sûretés à fournir s’opère par la poursuite pour dettes.
2 La poursuite commence par la notification du commandement de payer. Elle se continue par voie de saisie, de réalisation de gage ou de faillite.
3 Le préposé détermine le mode qui doit être appliqué.",182,186,49,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,c59589e7dda1afbf25944be0c6cee72bbb700566,bf0a2873d0896b31abddce6d5f98b33170560ba6,article,5,48,Art. Art. 39,"1 La poursuite se continue par voie de faillite, soit comme «poursuite ordinaire par voie de faillite» (art. 159 à 176), soit comme «poursuite pour effets de change» (art. 177 à 189), lorsque le débiteur est inscrit au registre du commerce en l’une des qualités suivantes:1. chef d’une raison individuelle (art. 934 et 935 CO2. associé dans une société en nom collectif (art. 554 CO);3. associé indéfiniment responsable dans une société en commandite (art. 596 CO);4. membre de l’administration d’une société en commandite par actions (art. 765 CO);5.…6. société en nom collectif (art. 552 CO);7. société en commandite (art. 594 CO);8. société anonyme ou en commandite par actions (art. 620 et 764 CO);9. société à responsabilité limitée (art. 772 CO);10. société coopérative (art. 828 CO);11. association (art. 60 CC12. fondation (art. 80 CC);13.société d’investissement à capital variable (art. 36 de la loi du 23 juin 2006 sur les placements collectifs (LPCC)14.société en commandite de placements collectifs (art. 98 LPCC).
2 …
3 L’inscription prend date, pour le mode de poursuite, du lendemain de la publication dans la Feuille officielle suisse du commerce.",187,191,50,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,cbdaf492b6684ef4a3d0d9a34332a00611dd3915,bf0a2873d0896b31abddce6d5f98b33170560ba6,article,5,49,Art. Art. 40,"1 Les personnes qui étaient inscrites au registre du commerce et qui en ont été rayées demeurent sujettes à la poursuite par voie de faillite durant les six mois qui suivent la publication de leur radiation dans la Feuille officielle suisse du commerce.
2 La poursuite se continue par voie de faillite lorsque, avant l’expiration de ce délai, le créancier a requis la continuation de la poursuite ou l’établissement du commandement de payer dans le cas d’une poursuite pour effets de change.",192,195,51,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,9c84d34b681343b34884c551f822daa9c4a268ca,bf0a2873d0896b31abddce6d5f98b33170560ba6,article,5,50,Art. Art. 41,"1 Lorsque la poursuite a pour objet une créance garantie par gage, elle se continue par la réalisation du gage (art. 151 à 158), même contre les débiteurs sujets à la poursuite par voie de faillite.
1bis Lorsqu’une poursuite par voie de saisie ou de faillite est introduite pour une créance garantie par gage, le débiteur peut demander, par le biais d’une plainte (art. 17), que le créancier exerce d’abord son droit sur l’objet du gage.
2 La poursuite qui a pour objet des intérêts ou annuités garantis par gage immobilier s’opère, au choix du créancier, soit par la réalisation du gage, soit par voie de saisie ou de faillite, suivant la qualité du débiteur. Sont réservées les dispositions concernant la poursuite pour effets de change (art. 177, al. 1).",196,200,52,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,7fa4d4cedea267246ca71c090a2dd1f7d41a1155,bf0a2873d0896b31abddce6d5f98b33170560ba6,article,5,51,Art. Art. 42,"1 Dans tous les autres cas, la poursuite se continue par voie de saisie (art. 89 à 150).
2 Lorsqu’un débiteur vient à être inscrit au registre du commerce, les réquisitions de continuer la poursuite présentées antérieurement contre lui n’en sont pas moins exécutées par voie de saisie, tant qu’il n’a pas été déclaré en faillite.",201,204,53,
https://fedlex.data.admin.ch/eli/cc/11/529_488_529,333e13b1ccb106dabc87a54280086779447d835b,bf0a2873d0896b31abddce6d5f98b33170560ba6,article,5,52,Art. Art. 43,"Dans tous les cas, la poursuite par voie de faillite est exclue pour:1.…1bis.…2.le recouvrement de contributions périodiques d’entretien et d’aliments découlant du droit de la famille ou de contributions d’entretien découlant de la loi du 18 juin 2004 sur le partenariat3. la constitution de sûretés.",205,207,54,
